Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
157,293450,mid,202,118229,bot,238,97064,mid,99,67783,sup,64,53153,jg,86,49180,top,98,46663,top,21,40330,bot,11,38342,jg,1,37928,mid,63,36208,sup,18,34913,bot,245,33046,jg,412,32102,sup,23,29357,top
29,138604,bot,202,98540,bot,412,94351,sup,145,61811,bot,13,60235,mid,201,59734,sup,4,58570,mid,105,56047,mid,60,36225,jg,32,35020,sup,150,33915,top,6,27983,top,122,27308,top,77,26503,jg,64,26215,jg
777,105106,mid,50,103684,sup,5,103558,jg,86,83385,top,11,75452,jg,2,49263,jg,17,40507,top,6,36772,top,22,34474,bot,145,28457,bot,21,17166,bot,3,16529,mid,32,14143,sup,53,6155,sup,45,4203,mid
56,128304,jg,19,88712,jg,21,53037,bot,121,45847,jg,31,42655,top,24,29234,top,17,28238,top,53,24780,sup,1,23781,mid,32,22909,sup,45,22091,mid,89,20417,sup,498,19999,bot,22,18007,bot,105,17207,mid
28,301472,jg,51,99068,bot,18,57160,bot,222,52523,bot,102,47836,jg,154,35188,jg,235,29284,sup,24,17599,top,12,17444,sup,75,15874,top,201,15663,sup,1,10638,mid,38,8389,mid,98,7641,top,45,6635,mid
143,155575,sup,86,67866,top,31,64045,top,40,53977,sup,164,52481,top,22,45953,bot,202,44824,bot,19,39445,jg,145,37766,bot,11,29296,jg,53,25180,sup,245,25155,jg,3,15495,mid,45,11836,mid,157,9845,mid
25,399839,sup,412,143917,sup,223,118402,top,89,117085,sup,9,63861,jg,45,43947,mid,142,38619,mid,35,34691,jg,17,30847,top,420,26291,top,3,23016,mid,22,21746,bot,202,20204,bot,163,14729,jg,115,14378,bot
32,103467,sup,50,93904,sup,53,92775,sup,121,50744,jg,54,49728,top,98,47351,top,517,42707,mid,45,35730,mid,106,28233,top,33,26246,jg,102,25614,jg,29,23432,bot,518,19884,mid,202,19368,bot,222,19216,bot
141,154853,jg,17,114518,top,33,82849,jg,254,56569,jg,24,43078,top,22,37913,bot,106,32295,top,67,22995,bot,21,17161,bot,32,8516,sup,90,2960,mid,412,2389,sup,238,2331,mid,157,1823,mid,50,1664,sup
238,321667,mid,19,125493,jg,141,122796,jg,84,105275,top,122,105252,top,64,101877,jg,202,93371,bot,517,90202,mid,157,85014,mid,107,80812,top,555,66582,sup,67,55410,bot,80,51749,sup,21,51634,bot,432,30849,sup
202,168368,bot,83,152512,top,58,147058,top,6,121209,top,131,116715,jg,91,116501,jg,141,111201,jg,50,79738,sup,161,67861,sup,498,57018,bot,81,55143,bot,555,46950,sup,55,45392,mid,13,37459,mid,157,36113,mid
53,53251,sup,21,48508,bot,22,46235,bot,99,35554,sup,31,27172,top,106,22907,top,63,22827,sup,5,21816,jg,360,16401,bot,11,11474,jg,34,10322,mid,86,8692,top,45,5069,mid,76,4707,jg,103,3235,mid
13,244144,mid,110,196547,bot,142,81983,mid,222,76677,bot,67,73343,bot,34,56874,mid,203,51057,jg,497,50065,sup,99,48236,sup,245,45060,jg,91,38101,jg,84,20379,top,32,19094,sup,420,14969,top,17,9756,top
