Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
35,710625,122,221527,2,87959,64,66732,75,62052
9,557680,3,355556,117,301863,98,258130,497,234733
420,794365,76,125852,111,122625,25,101251,104,88917
99,80486,17,66142,81,55160,101,41108,67,38001
81,68594,21,40247,222,35313,145,34487,142,28640
157,410916,238,189496,92,124792,11,124669,64,108595
57,120203,17,101700,75,93780,150,62498,77,60445
55,221178,777,64943,266,49178,67,33081,202,32825
245,99751,64,69767,76,67537,104,64982,517,30684
107,330087,82,166351,157,116154,81,110167,150,109497
516,185755,555,101572,53,69969,117,64116,122,39868
157,143930,238,79715,24,53162,126,48135,64,45248
222,59142,81,58222,202,57738,236,49162,22,45357
64,229394,121,118696,164,115781,131,105988,104,100161
7,78329,84,59290,39,54963,517,54497,157,26718
64,88903,157,86440,81,69129,238,68067,92,60992
875,144866,92,110579,86,81097,555,79436,122,64266
412,203828,51,170225,117,145761,22,141841,122,121374
81,78127,8,54358,145,37759,238,36623,157,28315
236,105833,7,84684,81,45221,84,33309,104,26127
64,271436,99,216558,53,155087,4,114691,111,109017
81,325126,145,194353,202,156535,523,121487,222,70295
31,264741,875,174348,122,156956,106,49142,14,31197
76,125115,64,117787,104,114106,60,74851,887,39926
64,31154,245,30432,104,29596,30,27639,163,23732
555,59622,526,46206,25,41489,412,40213,99,39599
77,1040522,223,90871,131,67792,427,39192,8,36034
7,248580,92,152827,4,144702,157,122873,81,85996
98,71834,9,66116,3,37794,19,36101,54,30715
81,319537,67,284319,236,243353,121,152472,64,151678
39,212232,81,168731,99,153039,64,145104,517,120922
81,332648,412,263475,245,188314,222,100627,202,93434
81,117715,236,69966,51,53880,61,46119,112,45536
64,195546,81,71062,412,68078,104,61843,54,50242
64,80415,412,78637,38,67948,120,62853,112,57115
60,1294513,11,143725,75,56302,7,52413,89,50598
517,286472,3,64445,58,29913,80,29655,157,24658
350,490184,117,187517,497,166434,25,114483,40,72596
104,66701,157,35072,19,29317,64,28035,266,22662
238,265702,517,197989,157,154381,236,115430,58,99645
432,106138,81,66797,101,46137,145,45202,51,37947
145,238931,157,167909,11,142720,81,134962,360,125249
39,225759,164,143046,236,89980,126,83825,517,78353
157,190263,145,91223,81,80774,238,69789,555,57741
63,318663,99,217472,81,154534,131,134404,64,116003
81,133307,64,97118,67,82587,245,67986,75,67575
24,410776,60,106315,64,84132,79,83309,35,74095
4,233209,64,144327,201,82763,35,67260,38,63859
79,172928,25,151850,120,135050,412,131951,59,130406
145,403603,81,329741,99,195758,67,142736,64,128552
238,261163,64,107515,81,105531,412,105151,157,76129
67,234275,202,212553,64,164790,145,159606,360,134082
875,173330,141,106186,157,79459,81,58421,266,52311
157,116349,81,74783,64,64298,238,61253,76,56939
31,233029,45,142538,16,119755,202,111136,235,95952
