Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
51,107546,164,94305,112,77223,25,76242,555,67558
35,251728,203,72840,245,70651,104,47101,4,25938
75,572938,23,280967,86,153227,518,104288,36,99978
122,177295,266,99141,875,63646,62,51160,245,38876
555,915987,53,301826,141,225781,59,75009,19,74553
120,77757,29,61511,203,52756,421,35773,30,25094
39,159250,24,138700,55,87058,164,53051,145,33994
141,357394,64,331441,121,161946,33,120498,28,116455
143,761203,350,81667,101,59326,89,56568,29,44238
427,88233,51,50566,22,32768,99,27025,16,26055
107,509717,154,168679,28,118118,64,97762,246,60890
235,76393,21,59798,13,59334,81,52485,145,44013
245,42262,41,30906,246,29519,7,26712,84,22181
101,179178,134,121980,516,80207,238,71372,412,69300
127,103941,81,88413,7,86064,246,80549,101,74083
245,115683,55,115426,246,59291,114,45916,39,37481
104,117925,64,102531,24,99973,164,82435,202,79176
38,78506,555,49147,81,38884,105,38831,3,35157
21,299059,117,151106,81,135631,89,51863,16,44073
412,162798,12,131297,40,110729,99,49320,37,41305
523,93757,22,61846,202,50494,360,50173,145,49557
246,688900,157,291793,163,279413,555,97783,69,73187
157,703795,238,207909,777,47480,30,38664,245,25482
60,442929,141,271595,50,127033,20,111380,82,101576
